epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
189,28115,0.13835,0.11831,0.81215,0.97761,0.96717,0.98224,0.98042,0.10407,0.08188,0.82791,0.003796,0.003796,0.003796
190,28262.8,0.13477,0.11844,0.80945,0.97785,0.96722,0.98236,0.98053,0.10409,0.08209,0.8279,0.003763,0.003763,0.003763
191,28412,0.13153,0.11672,0.81102,0.97768,0.96741,0.98238,0.98055,0.10429,0.08194,0.82782,0.00373,0.00373,0.00373
192,28559.2,0.13134,0.1147,0.81105,0.97735,0.96757,0.98239,0.98055,0.10419,0.0819,0.82767,0.003697,0.003697,0.003697
193,28707.9,0.13216,0.11576,0.8103,0.97736,0.9675,0.98225,0.98043,0.10417,0.08193,0.8278,0.003664,0.003664,0.003664
194,28856.4,0.13441,0.11708,0.81073,0.97672,0.96791,0.98211,0.98031,0.10402,0.08168,0.82775,0.003631,0.003631,0.003631
195,29004.3,0.13169,0.11521,0.81114,0.97623,0.96774,0.982,0.9802,0.10409,0.08177,0.82804,0.003598,0.003598,0.003598
196,29153.5,0.13344,0.11463,0.81442,0.97575,0.96782,0.98209,0.98028,0.10383,0.08156,0.82805,0.003565,0.003565,0.003565
197,29301.5,0.13131,0.11447,0.8104,0.97445,0.96791,0.98215,0.98034,0.10369,0.08138,0.82827,0.003532,0.003532,0.003532
198,29452.2,0.1332,0.11592,0.81006,0.97339,0.96791,0.98227,0.98044,0.10363,0.08151,0.82834,0.003499,0.003499,0.003499
199,29599.5,0.13146,0.11514,0.81034,0.97306,0.96791,0.98229,0.98046,0.10337,0.08154,0.82846,0.003466,0.003466,0.003466
200,29748.3,0.12809,0.11307,0.81059,0.97259,0.96799,0.98247,0.98061,0.1034,0.08127,0.82859,0.003433,0.003433,0.003433
201,29897.2,0.12691,0.11075,0.80851,0.97249,0.96804,0.98254,0.98068,0.10311,0.08107,0.82849,0.0034,0.0034,0.0034
202,30045,0.12699,0.11197,0.80823,0.97202,0.96799,0.98256,0.9807,0.10343,0.08127,0.82854,0.003367,0.003367,0.003367
203,30194.7,0.12893,0.11475,0.80895,0.97178,0.96799,0.98259,0.98073,0.10338,0.08124,0.82844,0.003334,0.003334,0.003334
204,30342.4,0.12701,0.11295,0.80821,0.97236,0.96782,0.98259,0.98072,0.10322,0.08109,0.8283,0.003301,0.003301,0.003301
205,30491.8,0.1256,0.11091,0.808,0.97189,0.96796,0.9825,0.98065,0.1032,0.08114,0.82834,0.003268,0.003268,0.003268
206,30641.2,0.1264,0.11173,0.80755,0.97155,0.96782,0.98246,0.98061,0.10334,0.08129,0.82839,0.003235,0.003235,0.003235
207,30788.4,0.12539,0.11051,0.80823,0.97141,0.96766,0.98254,0.98068,0.10328,0.08115,0.82849,0.003202,0.003202,0.003202
208,30936.4,0.1257,0.11147,0.8087,0.97095,0.96785,0.98246,0.98061,0.10326,0.08139,0.82869,0.003169,0.003169,0.003169
209,31085.9,0.12234,0.10862,0.80669,0.97074,0.96779,0.98236,0.98051,0.10315,0.08144,0.82878,0.003136,0.003136,0.003136
210,31233.1,0.12405,0.1108,0.80898,0.97056,0.96801,0.98224,0.98042,0.1031,0.0812,0.82894,0.003103,0.003103,0.003103
211,31381.4,0.12092,0.1073,0.8084,0.97043,0.96799,0.9822,0.98037,0.10301,0.08111,0.82906,0.00307,0.00307,0.00307
212,31529,0.12152,0.11059,0.80646,0.97056,0.96791,0.98222,0.9804,0.10297,0.08103,0.8291,0.003037,0.003037,0.003037
213,31676.3,0.12385,0.11118,0.8072,0.97056,0.96782,0.98223,0.9804,0.10291,0.08107,0.82904,0.003004,0.003004,0.003004
214,31825,0.1265,0.11146,0.80812,0.97025,0.96799,0.98213,0.98031,0.10259,0.08084,0.82887,0.002971,0.002971,0.002971
215,31973.8,0.12293,0.10916,0.80558,0.97021,0.96807,0.98209,0.98028,0.10246,0.08089,0.82888,0.002938,0.002938,0.002938
216,32121.5,0.12416,0.1116,0.80845,0.96999,0.96807,0.98205,0.98025,0.10234,0.08107,0.82879,0.002905,0.002905,0.002905
217,32271,0.12077,0.10839,0.80704,0.96991,0.96799,0.98198,0.98019,0.10226,0.08108,0.82885,0.002872,0.002872,0.002872
218,32418.3,0.12079,0.10939,0.80601,0.96969,0.96799,0.98194,0.98015,0.1021,0.08106,0.82864,0.002839,0.002839,0.002839
219,32566.3,0.11993,0.10662,0.80735,0.96962,0.96809,0.98194,0.98015,0.1018,0.08083,0.82849,0.002806,0.002806,0.002806
220,32714.7,0.11943,0.10627,0.80616,0.96958,0.96807,0.98195,0.98016,0.10146,0.0806,0.82867,0.002773,0.002773,0.002773
221,32863.9,0.11863,0.10585,0.80583,0.96951,0.96815,0.98189,0.98011,0.10132,0.08051,0.82859,0.00274,0.00274,0.00274
222,33011.1,0.11737,0.10553,0.8055,0.96975,0.96811,0.98179,0.98003,0.10118,0.08048,0.82846,0.002707,0.002707,0.002707
223,33159.1,0.12081,0.10899,0.806,0.96961,0.96805,0.98168,0.97992,0.10078,0.08026,0.82849,0.002674,0.002674,0.002674
224,33308.4,0.11574,0.10656,0.80463,0.96949,0.96815,0.98158,0.97983,0.10063,0.08011,0.82843,0.002641,0.002641,0.002641
225,33455.6,0.11678,0.10605,0.80808,0.96935,0.96815,0.9814,0.97968,0.10071,0.08038,0.82852,0.002608,0.002608,0.002608
226,33603.9,0.11532,0.10364,0.80565,0.96927,0.96815,0.98124,0.97953,0.10036,0.08019,0.82844,0.002575,0.002575,0.002575
227,33753,0.11467,0.10402,0.8043,0.96915,0.96815,0.98119,0.97948,0.10014,0.08015,0.82845,0.002542,0.002542,0.002542
228,33902.2,0.11443,0.10518,0.8035,0.96913,0.96815,0.98094,0.97925,0.09997,0.08,0.82839,0.002509,0.002509,0.002509
229,34050.7,0.11302,0.10419,0.8041,0.96912,0.96807,0.98087,0.97919,0.1,0.08023,0.82846,0.002476,0.002476,0.002476
230,34199.9,inf,0.10087,0.8035,0.96909,0.96807,0.98068,0.97902,0.09979,0.08012,0.82852,0.002443,0.002443,0.002443
231,34346.8,0.11268,0.10411,0.80353,0.96908,0.96815,0.98052,0.97888,0.09944,0.08004,0.82839,0.00241,0.00241,0.00241
232,34495.4,0.11099,0.1007,0.80279,0.96904,0.96815,0.98052,0.97887,0.09914,0.08002,0.82843,0.002377,0.002377,0.002377
233,34643.9,0.11112,0.10098,0.80334,0.96902,0.96815,0.98038,0.97875,0.09923,0.08036,0.82867,0.002344,0.002344,0.002344
234,34791.3,0.11249,0.10291,0.80467,0.96901,0.96815,0.98026,0.97864,0.09927,0.08114,0.82892,0.002311,0.002311,0.002311
235,34940.5,0.11156,0.10025,0.80258,0.96896,0.96815,0.98018,0.97857,0.09935,0.08172,0.82875,0.002278,0.002278,0.002278
236,35088.1,0.11225,0.1023,0.80344,0.96895,0.96815,0.98019,0.97858,0.09946,0.08192,0.82896,0.002245,0.002245,0.002245
237,35236,0.11166,0.10049,0.80346,0.96894,0.96815,0.98026,0.97865,0.09958,0.08214,0.8292,0.002212,0.002212,0.002212
238,35385.1,0.10901,0.09932,0.80284,0.96892,0.96815,0.9801,0.9785,0.09979,0.08178,0.82935,0.002179,0.002179,0.002179
239,35532.2,0.10593,0.09749,0.80237,0.96891,0.96815,0.97986,0.97829,0.09978,0.08118,0.82951,0.002146,0.002146,0.002146
240,35680.4,0.10884,0.10231,0.80363,0.96889,0.96817,0.97971,0.97816,0.09975,0.08123,0.8294,0.002113,0.002113,0.002113
241,35829.7,0.10554,0.09698,0.8017,0.96888,0.96812,0.97945,0.97791,0.09959,0.08112,0.82954,0.00208,0.00208,0.00208
242,35977,0.10611,0.09759,0.80286,0.96889,0.9682,0.97953,0.97798,0.09952,0.08125,0.8295,0.002047,0.002047,0.002047
