season,week,celebrity_name,judge_score_total,vote_share_hat,Z_Judge,Z_Fan,Composite_Score,Is_Eliminated,Is_Bottom2
16,3,Alexandra Raisman,23.0,0.09130873,0.43342946766740453,0.04760541016489267,0.2405174389161486,0,0
16,4,Alexandra Raisman,27.0,0.102782056,1.3911742714910083,0.29247399981838645,0.8418241356546974,0,0
16,5,Alexandra Raisman,25.0,0.11185118,0.4523674291626514,0.07044092923699849,0.26140417919982495,0,0
16,6,Alexandra Raisman,26.0,0.1252812,1.0169026055089587,0.02514802922587078,0.5210253173674148,0,0
16,7,Alexandra Raisman,32.0,0.14381206,1.15278083540847,0.07429258054056027,0.6135367079745152,0,0
16,8,Alexandra Raisman,28.0,0.16536929,0.7006347824187033,-0.07607636295571764,0.3122792097314928,0,0
16,9,Alexandra Raisman,29.5,0.20176147,0.756889262661457,0.06407529656882052,0.4104822796151387,0,0
16,10,Alexandra Raisman,29.0,0.2015385,-0.2610785049940771,-1.3591200797204668,-0.810099292357272,0,1
27,1,Alexis Ren,22.0,0.07048974,0.9318831418112961,-0.6853806239653566,0.12325125892296973,0,0
27,2,Alexis Ren,24.5,0.07733024,0.6520235571009885,-0.7027658754744331,-0.025371159186722336,0,0
27,3,Alexis Ren,26.0,0.08605573,0.39943940293731567,-0.5237792509111443,-0.062169923986914316,0,0
27,4,Alexis Ren,25.0,0.096304916,0.4603461791425698,-0.4184514216040696,0.020947378769250097,0,0
27,5,Alexis Ren,29.0,0.10288616,1.12830389516714,-0.8678797413636279,0.13021207690175607,0,0
27,6,Alexis Ren,27.0,0.111506484,0.39475793880862636,0.03133997224106782,0.2130489555248471,0,0
27,7,Alexis Ren,27.5,0.12400665,0.16887927227743008,-0.057002352632758886,0.0559384598223356,0,0
27,8,Alexis Ren,29.0,0.17489289,0.6634034720037778,0.34048221933919137,0.5019428456714846,0,0
27,9,Alexis Ren,28.5,0.23205994,-0.26111648393354675,-0.683885142286218,-0.47250081310988234,0,1
19,1,Alfonso Ribeiro,36.0,0.08956578,1.5831944579037347,1.4873228845696138,1.5352586712366743,0,0
19,2,Alfonso Ribeiro,32.0,0.09791809,0.5859993624893945,1.3972091058204463,0.9916042341549205,0,0
19,3,Alfonso Ribeiro,32.0,0.09840355,-0.02018164498735403,0.7683253573945555,0.3740718562036007,0,0
19,4,Alfonso Ribeiro,40.0,0.1068497,1.3810448103562463,0.5673513277815506,0.9741980690688985,0,0
19,5,Alfonso Ribeiro,34.0,0.12568562,0.8093026382225121,1.1916811926472965,1.0004919154349043,0,0
19,6,Alfonso Ribeiro,39.0,0.12202096,1.752153917127182,0.9269554179289516,1.3395546675280667,0,0
19,7,Alfonso Ribeiro,34.0,0.14179012,0.5262847935201791,1.2986986721807254,0.9124917328504523,0,0
19,8,Alfonso Ribeiro,41.0,0.15948085,0.8189230248533254,0.8543818104648824,0.8366524176591039,0,0
19,9,Alfonso Ribeiro,38.5,0.18286891,0.7554436462672943,0.8212143351271056,0.7883289906972,0,0
19,10,Alfonso Ribeiro,37.5,0.22317801,0.31622776601683794,0.7110117296849646,0.5136197478509013,0,0
19,11,Alfonso Ribeiro,40.0,0.2859398,1.1001087929846924,0.7522224637968145,0.9261656283907534,0,0
34,1,Alix Earle,13.0,0.06772097,0.614785519303403,-0.9475566832708604,-0.16638558198372871,0,0
34,2,Alix Earle,21.0,0.076652296,0.4935176987399285,0.2645930502441345,0.3790553744920315,0,0
34,3,Alix Earle,23.0,0.08580025,0.7508276712644513,0.1455985827913023,0.4482131270278768,0,0
34,4,Alix Earle,24.0,0.09414144,0.7391266142833403,0.17552330142319755,0.4573249578532689,0,0
34,5,Alix Earle,35.0,0.10001755,1.0128647922734524,0.0010757330017604832,0.5069702626376065,0,0
34,6,Alix Earle,35.0,0.1047901,0.2401922307076307,0.25936702384812027,0.2497796272778755,0,0
34,7,Alix Earle,43.0,0.114316955,1.2851660015934334,0.1909726875132299,0.7380693445533316,0,0
34,8,Alix Earle,38.5,0.1321469,0.4810574554357929,0.31704635997360064,0.3990519077046968,0,0
34,9,Alix Earle,40.0,0.15308975,0.30037570459305574,0.5026992270075934,0.40153746580032457,0,0
34,10,Alix Earle,29.0,0.16665968,0.4879500364742649,-0.00021249733739218813,0.24386876956843634,0,0
34,11,Alix Earle,30.0,0.15168191,1.2278812270298427,-1.5648219924715265,-0.16847038272084192,0,0
28,1,Ally Brooke,16.0,0.09218736,-0.14037373854025734,0.7652102978878927,0.3124182796738177,0,0
28,2,Ally Brooke,20.0,0.09369961,0.5383167712755744,0.6820664870469687,0.6101916291612716,0,0
28,3,Ally Brooke,24.0,0.10791235,1.0101032042769134,1.3500895192732119,1.1800963617750626,0,0
28,4,Ally Brooke,32.0,0.11395664,0.8279148736281307,0.7431279477546858,0.7855214106914082,0,0
28,5,Ally Brooke,27.0,0.12558594,1.2099802839640401,0.9120526013965796,1.06101644268031,0,0
28,6,Ally Brooke,25.0,0.12448408,-0.17213259316477347,0.6138537225314934,0.22086056468335996,0,0
28,7,Ally Brooke,27.0,0.1361139,0.8453303101943839,0.4965059215253442,0.670918115859864,0,0
28,8,Ally Brooke,30.0,0.1546246,0.5530443950427797,0.45852193714616,0.5057831660944698,0,0
28,9,Ally Brooke,40.0,0.18175928,1.0301050714042814,0.5023795218539441,0.7662422966291127,0,0
28,10,Ally Brooke,29.5,0.21897249,1.2977713690461004,0.5362515565061703,0.9170114627761353,0,0
28,11,Ally Brooke,30.0,0.2775247,1.161895003862225,0.7600509992663134,0.9609730015642692,0,0
32,1,Alyson Hannigan,13.0,0.077049516,-0.9992159936074271,0.3671491738967766,-0.31603340985532524,0,0
32,2,Alyson Hannigan,19.0,0.08208895,0.18914214645135377,0.32758137197807635,0.25836175921471505,0,0
32,3,Alyson Hannigan,24.0,0.08825923,-0.5988695479328419,0.2741323950843759,-0.16236857642423297,0,0
32,4,Alyson Hannigan,18.0,0.0966518,-1.3047505735051261,0.31305063282804596,-0.49584997033854006,1,1
32,5,Alyson Hannigan,21.0,0.10902944,-0.9486832980505138,0.4869541964145975,-0.23086455081795815,0,0
32,6,Alyson Hannigan,31.0,0.12084921,-1.0257739826491357,0.45711442134002234,-0.28432978065455666,0,0
32,7,Alyson Hannigan,35.0,0.1319084,-0.1272937693043289,0.3017878778332059,0.08724705426443849,0,0
32,8,Alyson Hannigan,36.0,0.15252034,-0.030132877638387186,0.37709988979838766,0.17348350608000024,0,0
32,9,Alyson Hannigan,32.0,0.17467748,-0.9596548145654793,0.2576336553630983,-0.35101057960119053,0,1
32,10,Alyson Hannigan,25.5,0.21087995,-1.697056274847714,0.36551154844635875,-0.6657723632006777,1,1
32,11,Alyson Hannigan,26.5,0.20533422,-1.762965109414108,0.16135571059100104,-0.8008046994115534,1,1
30,1,Amanda Kloots,28.0,0.06544546,0.9348734883963492,-0.12766217373447414,0.40360565733093756,0,0
30,2,Amanda Kloots,32.0,0.06875038,1.5254139310829058,0.14850585815551814,0.8369598946192119,0,0
30,3,Amanda Kloots,24.0,0.07144541,1.3723069351415376,0.0011001510866335976,0.6867035431140855,0,0
30,4,Amanda Kloots,34.0,0.08245796,0.6311022169437575,0.2492043501833397,0.44015328356354855,0,0
30,5,Amanda Kloots,39.0,0.09174418,1.1846977555181846,0.04792244983023283,0.6163101026742087,0,0
30,6,Amanda Kloots,38.0,0.10819123,0.6076436202502005,0.42468180983175535,0.5161627150409779,0,0
30,7,Amanda Kloots,34.0,0.11842401,-0.7378647873726225,0.35802375318323704,-0.18992051709469274,0,0
30,8,Amanda Kloots,42.0,0.13453253,0.908030412909849,0.3812724905168041,0.6446514517133266,0,0
30,9,Amanda Kloots,39.5,0.19616424,1.0143527811495627,0.8089478613450364,0.9116503212472995,0,0
30,10,Amanda Kloots,39.0,0.2668456,-0.26111648393354675,0.40733175631153595,0.0731076361889946,0,0
17,1,Amber Riley,27.0,0.087139934,1.607654454641437,0.6314803798955235,1.1195674172684802,0,0
17,2,Amber Riley,24.0,0.0876809,0.6030432838410457,0.6060875896861397,0.6045654367635926,0,0
17,3,Amber Riley,24.0,0.09468356,0.21588259179641212,0.4057240555407068,0.31080332366855945,0,0
17,4,Amber Riley,27.0,0.10665261,1.1061625132040853,0.6996384114760336,0.9029004623400594,0,0
17,5,Amber Riley,26.0,0.11816876,-0.056545928645331194,0.7282292817264574,0.3358416765405631,0,0
17,6,Amber Riley,31.9999,0.13386476,1.096318668568522,0.9065523519200173,1.0014355102442696,0,0
17,7,Amber Riley,29.5,0.13638406,1.1473505296660065,0.9011558368451477,1.024253183255577,0,0
17,8,Amber Riley,28.0,0.15530054,0.2485479064004807,0.8549465171811907,0.5517472117908357,0,0
17,9,Amber Riley,25.5,0.18126374,-0.26558033692369165,0.8976037784928053,0.3160117207845568,0,0
17,10,Amber Riley,39.5,0.2114593,1.181757895737503,0.5312994722895801,0.8565286840135415,0,0
17,11,Amber Riley,31.3332,0.2730867,1.0884060245346805,0.7123243098134848,0.9003651671740827,0,0
23,1,Amber Rose,24.0,0.06779488,-0.4288754446617079,-1.045985560759827,-0.7374305027107675,0,1
23,2,Amber Rose,24.0,0.06926421,-1.0030345907667269,-0.9084593517840542,-0.9557469712753905,0,0
23,3,Amber Rose,25.0,0.0777328,-0.6878181895109965,-0.546265868596074,-0.6170420290535352,0,1
23,4,Amber Rose,24.0,0.08646381,0.08449530993633635,-0.4349405772303537,-0.17522263364700866,0,0
23,5,Amber Rose,24.0,0.098330714,-0.8592029767051028,-1.509190783051586,-1.1841968798783444,1,1
23,6,Amber Rose,28.0,0.08231194,-1.3743073867991307,-2.142696580825074,-1.7585019838121023,1,1
18,1,Amy Purdy,24.0,0.08128526,0.6624631405998731,-0.3540629106048778,0.15420011499749764,0,0
18,2,Amy Purdy,24.0,0.08916312,0.6141792448878414,-0.21498384724295108,0.19959769882244516,0,0
18,3,Amy Purdy,36.0,0.11368976,0.49463279279730243,0.2621894126764418,0.3784111027368721,0,0
18,4,Amy Purdy,34.0,0.11323568,0.3333333333333333,0.21752425859185381,0.27542879596259356,0,0
18,5,Amy Purdy,37.0,0.11274129,0.353644736258302,0.18805715920665828,0.27085094773248014,0,0
18,6,Amy Purdy,38.0,0.1273372,0.9595062135875118,0.15859402765156763,0.5590501206195397,0,0
18,7,Amy Purdy,37.5,0.1461764,0.703061051785442,0.23861872919290664,0.4708398904891743,0,0
18,8,Amy Purdy,40.0,0.17141396,1.1866111313364194,0.35253779043200906,0.7695744608842142,0,0
18,9,Amy Purdy,39.0,0.20621896,0.5393598899705918,0.31626793692431365,0.42781391344745273,0,0
18,10,Amy Purdy,29.666600000000003,0.2603405,0.5476969981780425,0.4918768457642277,0.5197869219711351,0,0
16,1,Andy Dick,17.0,0.07115709,-0.7092247227399959,-1.8381792041573333,-1.2737019634486646,0,1
16,2,Andy Dick,20.0,0.07400216,-0.09067097501414048,-1.6499186496447822,-0.8702948123294614,0,1
16,3,Andy Dick,18.0,0.08400052,-0.8909089204632604,-0.8229620492073548,-0.8569354848353077,0,0
16,4,Andy Dick,21.0,0.09409549,-0.42340086523639325,-0.6207335416778657,-0.5220672034571294,0,0
16,5,Andy Dick,18.0,0.10449494,-1.3288293231652877,-0.6297349143093277,-0.9792821187373077,0,1
16,6,Andy Dick,21.5,0.118919075,-0.8604560508152728,-0.5438337603362582,-0.7021449055757655,0,1
16,7,Andy Dick,17.0,0.11548919,-1.8732688575387633,-2.1292077222958308,-2.001238289917297,1,1
21,1,Andy Grammer,21.0,0.08640054,0.395358672918835,1.1482961425164107,0.7718274077176228,0,0
21,2,Andy Grammer,22.0,0.08875049,0.3942200044284187,1.2012404403171288,0.7977302223727738,0,0
21,3,Andy Grammer,29.0,0.10775899,-0.3044295411712823,0.6475743207850989,0.1715723898069083,0,0
21,4,Andy Grammer,23.0,0.109754585,-0.1458075530268756,0.7730593014043665,0.31362587418874543,0,0
21,5,Andy Grammer,36.0,0.12446935,0.5082950505010437,1.1030272939889547,0.8056611722449992,0,0
21,6,Andy Grammer,40.0,0.12409359,0.8834180699475414,0.7654706089588972,0.8244443394532193,0,0
21,7,Andy Grammer,28.0,0.13925228,0.4743416490252569,0.9064030467064698,0.6903723478658633,0,0
21,8,Andy Grammer,23.9998,0.112734534,-1.268693623829583,-1.908531831218435,-1.588612727524009,1,1
34,1,Andy Richter,9.0,0.06733784,-1.2978805407516272,-1.045473738282807,-1.1716771395172172,1,1
34,2,Andy Richter,16.0,0.07658343,-1.6656222332472597,0.2611048369497177,-0.702258698148771,0,0
34,3,Andy Richter,18.0,0.08616873,-1.6202070800969754,0.16734648329416363,-0.7264302984014059,0,1
34,4,Andy Richter,18.0,0.09144889,-2.309770669635441,0.02931207736270671,-1.1402292961363671,1,1
34,5,Andy Richter,24.0,0.10157035,-1.9983548604314065,0.09623885071003568,-0.9510580048606854,1,1
34,6,Andy Richter,27.0,0.10451741,-1.681345614953415,0.24460183548747788,-0.7183718897329685,1,1
34,7,Andy Richter,29.0,0.11692271,-1.659032474784249,0.346197548756917,-0.6564174630136661,1,1
34,8,Andy Richter,34.0,0.12961134,-2.1832607592855218,0.20456541459942892,-0.9893476723430464,1,1
34,9,Andy Richter,29.0,0.09741398,-2.01251722077347,-2.23249600462553,-2.1225066126995,1,1
33,1,Anna Delvey,18.0,0.033445537,-0.42640143271122083,-3.2804576112911943,-1.8534295220012076,0,1
33,2,Anna Delvey,17.0,0.020406734,-1.0296332130584873,-2.4421138752388356,-1.7358735441486615,1,1
29,1,Anne Heche,18.0,0.069473736,0.21442250696755935,0.27023085543564757,0.24232668120160344,0,0
29,2,Anne Heche,18.0,0.07057721,-0.09325048082403105,0.29950699383081025,0.10312825650338961,0,0
29,3,Anne Heche,15.0,0.07609132,-1.4786237354595173,0.31328564832312444,-0.5826690435681965,0,1
29,4,Anne Heche,21.0,0.024496164,-1.0377490433255412,-3.2761128887770354,-2.1569309660512883,1,1
22,1,Antonio Brown,21.0,0.08497341,0.378062683865246,0.24032758034070276,0.3091951321029744,0,0
22,2,Antonio Brown,19.0,0.08590604,-0.21210793255115404,0.263010640455602,0.02545135395222399,0,0
22,3,Antonio Brown,20.0,0.09347652,-0.7476591451270229,0.31667777661361773,-0.2154906842567026,0,0
22,4,Antonio Brown,35.0,0.105098315,0.7377700143570015,0.4866075491187082,0.6121887817378548,0,0
22,5,Antonio Brown,26.0,0.11802261,-1.319932658214889,0.6687950299057687,-0.3255688141545601,1,1
22,6,Antonio Brown,27.0,0.115954496,0.729158322159641,0.3856635908797373,0.5574109565196892,0,0
22,7,Antonio Brown,26.0,0.13330409,-0.7783117824941562,0.5683024062250348,-0.10500468813456071,0,0
22,8,Antonio Brown,27.0,0.1691993,-0.6011297132511361,0.13787826580031878,-0.23162572372540863,1,1
22,9,Antonio Brown,27.5,0.18522999,-1.1573827732089883,-0.5514570708032122,-0.8544199220061002,1,1
19,1,Antonio Sabato Jr.,25.0,0.084054925,-0.7751056200153705,0.8390109871353894,0.03195268356000941,0,0
19,2,Antonio Sabato Jr.,31.0,0.090642124,0.26636334658608823,0.7001769620141662,0.4832701543001272,0,0
19,3,Antonio Sabato Jr.,29.0,0.09515802,-0.686175929570018,0.4355967454537905,-0.12528959205811377,0,0
19,4,Antonio Sabato Jr.,29.0,0.104537256,-0.5178918038835923,0.375814526242771,-0.07103863882041067,0,0
19,5,Antonio Sabato Jr.,28.0,0.11569156,-0.23122932520643177,0.3745193199693662,0.07164499738146722,0,0
19,6,Antonio Sabato Jr.,28.0,0.11977154,-1.2385915621071466,0.7358334644795442,-0.2513790488138012,0,0
19,7,Antonio Sabato Jr.,29.5,0.10200112,-0.8771413225336318,-1.7789371816941173,-1.3280392521138746,0,1
4,1,Apolo Anton Ohno,21.0,0.091095656,0.6725875846772355,0.020435975855366394,0.3465117802663009,0,0
15,1,Apolo Anton Ohno,22.0,0.07796226,0.36611876242858676,0.11991719534074603,0.2430179788846664,0,0
4,2,Apolo Anton Ohno,26.0,0.09285137,1.3873219667848196,0.17339195576848007,0.7803569612766498,0,0
15,2,Apolo Anton Ohno,24.5,0.086094275,0.6866065623255952,0.3644923763687967,0.525549469347196,0,0
4,3,Apolo Anton Ohno,23.0,0.1011575,0.4663149841357555,0.09284872019786726,0.27958185216681136,0,0
15,3,Apolo Anton Ohno,25.5,0.09611134,0.16627913361720212,0.47747796738690473,0.32187855050205344,0,0
4,4,Apolo Anton Ohno,26.0,0.11222927,1.0516509510937098,0.0918385729669882,0.571744762030349,0,0
15,4,Apolo Anton Ohno,34.5,0.11303809,-0.3827968840460455,0.18122046196091743,-0.10078821104256404,0,0
4,5,Apolo Anton Ohno,30.0,0.12565836,1.377789927654344,0.04761203361276197,0.7127009806335529,0,0
15,5,Apolo Anton Ohno,28.25,0.1249705,0.4012195228030809,-0.0067161048049691665,0.19725170899905586,0,0
4,6,Apolo Anton Ohno,28.0,0.14556554,1.047569853232995,0.1500608410158454,0.5988153471244202,0,0
15,6,Apolo Anton Ohno,30.0,0.12748717,1.2601440246904174,0.23482912728589966,0.7474865759881586,0,0
4,7,Apolo Anton Ohno,27.0,0.16557354,0.2990208149653574,-0.06929761431750975,0.11486160032392381,0,0
15,7,Apolo Anton Ohno,33.0,0.14571205,-0.42975221688757703,0.3183366817785614,-0.05570776755450782,0,0
4,8,Apolo Anton Ohno,29.0,0.19235054,0.9850557995513068,-0.41949524478367894,0.28278027738381395,0,0
15,8,Apolo Anton Ohno,29.2777,0.15368764,0.5450776220827662,0.6789588364201807,0.6120182292514735,0,0
4,9,Apolo Anton Ohno,29.5,0.24961968,-0.26111648393354675,-0.01358560216023726,-0.137351043046892,0,1
15,9,Apolo Anton Ohno,28.611,0.173524,0.37452059917583674,-0.9646126675718636,-0.29504603419801345,0,1
4,10,Apolo Anton Ohno,29.3332,0.33575332,1.0911034786211868,0.07178176295972215,0.5814426207904545,0,0
32,1,Ariana Madix,21.0,0.073520124,1.2847062774952633,0.13661628041372093,0.7106612789544922,0,0
32,2,Ariana Madix,20.0,0.079531804,0.46234746910330876,0.1654261621230217,0.3138868156131652,0,0
32,3,Ariana Madix,34.0,0.08735899,1.4543974735511864,0.22403286037041478,0.8392151669608006,0,0
32,4,Ariana Madix,25.0,0.09409378,1.0872921445876063,0.17360605356376158,0.6304490990756839,0,0
32,5,Ariana Madix,24.0,0.10056529,0.0,0.030485668193940486,0.015242834096970243,0,0
32,6,Ariana Madix,41.0,0.1144965,1.1211948182444038,0.15891291544790898,0.6400538668461564,0,0
32,7,Ariana Madix,37.0,0.1312609,0.8910563851303022,0.27350238343949285,0.5822793842848974,0,0
32,8,Ariana Madix,42.0,0.14866342,1.2354479831738476,0.22658627739528173,0.7310171302845647,0,0
32,9,Ariana Madix,37.0,0.17333817,0.033091545329843625,0.21456049544134911,0.12382602038559637,0,0
32,10,Ariana Madix,29.0,0.14854775,0.282842712474619,-1.72853465577389,-0.7228459716496356,0,1
32,11,Ariana Madix,29.5,0.14421295,0.2712254014483232,-1.6875173270870516,-0.7081459628193643,0,1
26,1,Arike Ogunbowale,20.0,0.09931403,-0.4008918628686366,-0.10873681626634006,-0.25481433956748833,0,0
26,2,Arike Ogunbowale,35.0,0.11051376,0.5776364076147508,-1.1746801226700687,-0.298521857527659,0,0
9,1,Ashley Hamiliton,18.9999,0.051507857,-1.1966061882885675,-1.271046173959095,-1.2338261811238311,1,1
11,1,Audrina Patridge,19.0,0.080313265,0.02472890596659363,-0.3530665882043391,-0.16416884111887275,0,0
11,2,Audrina Patridge,23.0,0.08925388,0.8815059066904353,-0.18750729680290684,0.3469993049437642,0,0
11,3,Audrina Patridge,26.0,0.09882046,1.475232729342516,-0.12381089970193306,0.6757109148202914,0,0
11,4,Audrina Patridge,23.0,0.10935469,0.7036514198824481,-0.16478125953198325,0.26943508017523243,0,0
11,5,Audrina Patridge,23.0,0.12266203,0.08574929257125441,-0.2244589997758512,-0.0693548536022984,0,0
11,6,Audrina Patridge,31.9998,0.11118228,0.5731553804356385,-1.9728798433984551,-0.6998622314814082,0,1
23,1,Babyface,26.0,0.08562538,0.19061130873853746,0.9971824427671723,0.5938968757528549,0,0
23,2,Babyface,30.0,0.084844984,0.9528828612283907,0.9396610527249054,0.946271956976648,0,0
23,3,Babyface,25.0,0.08967692,-0.6878181895109965,0.6187426024321406,-0.03453779353942793,0,0
23,4,Babyface,18.0,0.073634766,-1.774401508663059,-1.6901749271661926,-1.7322882179146257,1,1
25,1,Barbara Corcoran,14.0,0.06076518,-1.7529474368238591,-2.7303674103324536,-2.2416574235781566,1,1
25,2,Barbara Corcoran,17.0,0.04988189,-1.825465920638958,-2.641768613522616,-2.233617267080787,1,1
34,1,Baron Davis,10.0,0.073768705,-0.8197140257378697,0.5980711733121808,-0.11082142621284441,0,0
34,2,Baron Davis,18.0,0.027293995,-0.8019662604523844,-2.2355126875368483,-1.5187394739946163,0,1
32,1,Barry Williams,16.0,0.077757284,-0.14274514194391816,0.41337917752196623,0.13531701778902405,0,0
32,2,Barry Williams,15.0,0.08405311,-0.9036791441564663,0.45213381325006696,-0.22577266545319968,0,0
32,3,Barry Williams,25.0,0.09059653,-0.393542845784439,0.40420620038845256,0.005331677302006788,0,0
32,4,Barry Williams,18.0,0.099723816,-1.3047505735051261,0.480514522325842,-0.41211802558964206,0,0
32,5,Barry Williams,24.0,0.11041945,0.0,0.56191692969697,0.280958464848485,0,0
