season,week,celebrity_name,judge_score_total,vote_share_hat,Z_Judge,Z_Fan,Composite_Score,Is_Eliminated,Is_Bottom2
13,7,David Arquette,23.5,0.14200123,-0.5749792108382491,-1.9515640282830564,-1.2632716195606528,0,1
11,1,David Hasselhoff,15.0,0.06457587,-1.1622585804299175,-2.192877186084272,-1.6775678832570948,1,1
24,1,David Ross,28.0,0.083165415,0.6173937641020016,-0.02887120908962588,0.29426127750618786,0,0
24,2,David Ross,27.0,0.08343642,-0.09981867618808596,0.011748716129008357,-0.0440349800295388,0,0
24,3,David Ross,31.0,0.09152157,0.5862640288221223,0.06621430181502574,0.326239165318574,0,0
24,4,David Ross,31.0,0.09962503,-0.48888050623602675,-0.03620903291158115,-0.26254476957380396,0,0
24,5,David Ross,29.0,0.108924486,-1.3971278459752612,-0.2057991584888918,-0.8014635022320765,1,1
24,6,David Ross,31.0,0.11777572,-1.086299163011568,-0.5213487032754366,-0.8038239331435022,0,1
24,7,David Ross,32.0,0.14813273,-1.020637581854099,0.3476288956931542,-0.3365043430804724,0,0
24,8,David Ross,32.5,0.20524314,-0.5749430762167035,0.15074952676925968,-0.2120967747237219,0,1
24,9,David Ross,35.0,0.26132166,-1.3712518928171085,0.3397469937429503,-0.5157524495370791,1,1
24,10,David Ross,36.3333,0.33045498,-1.1499302167824006,-0.06228228393214847,-0.6061062503572745,1,1
27,1,DeMarcus Ware,23.0,0.07949479,1.3226728464418398,0.27398069724646085,0.7983267718441504,0,0
27,2,DeMarcus Ware,23.5,0.084542915,0.3190753577302708,0.141602027259686,0.2303386924949784,0,0
27,3,DeMarcus Ware,26.0,0.094834775,0.39943940293731567,0.42366405075422225,0.41155172684576896,0,0
27,4,DeMarcus Ware,22.0,0.10304118,-0.30689745276171293,0.3443993197670818,0.018750933502684447,0,0
27,5,DeMarcus Ware,26.0,0.11346341,0.3471704292821967,0.24820983903971022,0.29769013416095347,0,0
27,6,DeMarcus Ware,26.0,0.11342656,0.14098497814593824,0.18354061526276522,0.16226279670435173,0,0
27,7,DeMarcus Ware,26.5,0.09976477,-0.3715343990103462,-1.4481130812145642,-0.9098237401124551,0,1
25,1,Debbie Gibson,17.0,0.0838187,-0.553562348470692,1.1652258704119112,0.3058317609706096,0,0
25,2,Debbie Gibson,20.5,0.060886916,-0.24339545608519503,-1.566640829717158,-0.9050181429011764,0,1
9,1,Debi Mazar,22.0,0.06780205,-0.6334786235066802,0.613088341709246,-0.010195140898717092,0,0
9,2,Debi Mazar,21.0,0.07833516,0.0,0.7752247741069711,0.38761238705348555,0,0
9,3,Debi Mazar,17.0,0.058133416,-0.7355026667616428,-2.0493296678869557,-1.3924161673242992,0,1
8,1,Denise Richards,18.0,0.0800739,-0.20213239016195608,0.3969583121864077,0.09741296101222581,0,0
8,2,Denise Richards,21.0,0.08133761,0.16298271286508031,0.6205393132773717,0.391761013071226,0,0
8,3,Denise Richards,16.0,0.06316291,-0.92978025972303,-2.2313079704477485,-1.5805441150853894,0,1
25,1,Derek Fisher,18.0,0.07687918,-0.15376731901963628,-0.007417070171179955,-0.08059219459540812,0,0
25,2,Derek Fisher,19.0,0.079671055,-0.9214256551796649,0.268461580196611,-0.32648203749152693,0,0
25,3,Derek Fisher,21.0,0.09001782,-0.5304576150695569,-0.19859850986860506,-0.364528062469081,0,0
25,4,Derek Fisher,23.0,0.070317715,-0.8334762598987158,-2.614054175073629,-1.7237652174861724,1,1
18,1,Diana Nyad,18.0,0.0824311,-1.1720501718305436,-0.15597481304298436,-0.664012492436764,0,0
14,1,Donald Driver,21.0,0.078426264,-0.696630546019236,-1.172298669652912,-0.9344646078360741,0,0
14,2,Donald Driver,24.0,0.07945504,0.544780917554515,-0.5248529301804036,0.009963993687055694,0,0
14,3,Donald Driver,26.0,0.088481724,0.3015113445777643,-0.28399884808932235,0.008756248244220971,0,0
14,4,Donald Driver,27.0,0.09832307,1.5682096279278952,-0.18056507868823315,0.693822274619831,0,0
14,5,Donald Driver,27.0,0.10846453,0.5886699222975526,-0.2741496488467783,0.15726013672538713,0,0
14,6,Donald Driver,33.9999,0.12459549,0.3436745610326725,-0.03480427107781964,0.15443514497742644,0,0
14,7,Donald Driver,26.5,0.14528807,0.18752289237539752,0.18783260305550087,0.1876777477154492,0,0
14,8,Donald Driver,27.5,0.17367011,0.23063280200722128,0.3485654961108185,0.2895991490590199,0,0
14,9,Donald Driver,28.5,0.25290054,-0.3872983346207417,0.08908639338420006,-0.14910597061827083,1,1
14,10,Donald Driver,29.666600000000003,0.28492245,-0.5773502691896196,-1.1421955525059213,-0.8597729108477705,1,1
9,1,Donny Osmond,29.9999,0.08006443,0.8681260581701371,2.0310151701346335,1.4495706141523854,0,0
9,2,Donny Osmond,25.0,0.07911837,1.2951522516054665,0.8631355140533146,1.0791438828293907,0,0
9,3,Donny Osmond,21.0,0.09575276,0.2981767567952604,2.0536942889571823,1.1759355228762214,0,0
9,4,Donny Osmond,24.0,0.1051215,0.4364357804719848,1.2614324296032398,0.8489341050376122,0,0
9,5,Donny Osmond,29.0,0.11379372,1.9311904108289528,1.26090474477435,1.5960475778016514,0,0
9,6,Donny Osmond,30.9999,0.12366001,0.413139332863137,0.9422207897746601,0.6776800613188985,0,0
9,7,Donny Osmond,26.0,0.1591655,0.4529680883161413,0.9436542517860583,0.6983111700510998,0,0
9,8,Donny Osmond,25.0,0.22289613,-0.6346630624175338,1.2231099226028617,0.29422343009266394,0,0
9,9,Donny Osmond,24.666600000000003,0.2766678,-1.0954277693855157,0.718618199214653,-0.18840478508543135,0,0
9,10,Donny Osmond,28.9998,0.3597239,0.7347099250696901,0.43987025157276805,0.5872900883212291,0,0
16,1,Dorothy Hamill,21.0,0.083905995,0.6524867449207971,0.08645104766527584,0.3694688962930365,0,0
16,2,Dorothy Hamill,15.0,0.08429687,-1.4507356002262526,0.17037077576749082,-0.6401824122293809,0,0
22,1,Doug Flutie,15.0,0.08514581,-1.4366381986879346,0.2655901677267714,-0.5855240154805816,0,1
22,2,Doug Flutie,20.0,0.08657896,0.10605396627557645,0.33180398543246165,0.21892897585401905,0,0
22,3,Doug Flutie,20.0,0.09366195,-0.7476591451270229,0.3395495052281121,-0.2040548199494554,0,0
22,4,Doug Flutie,24.0,0.09930914,-1.880123584974293,-0.06593902346221918,-0.9730313042182561,1,1
22,5,Doug Flutie,28.0,0.109747306,-0.754247233265651,-0.13196930779259305,-0.44310827052912205,0,1
22,6,Doug Flutie,21.0,0.08549272,-1.7317510151291464,-2.0399141425689167,-1.8858325788490315,1,1
18,1,Drew Carey,21.0,0.0703666,-0.2547935156153353,-2.241635859118764,-1.2482146873670497,0,1
18,2,Drew Carey,21.0,0.08050541,-0.3992165091770978,-1.2810204904490878,-0.8401184998130928,0,0
18,3,Drew Carey,30.0,0.090650775,-1.559995731129956,-2.080352881217542,-1.820174306173749,1,1
18,4,Drew Carey,33.0,0.09289222,0.0,-1.865340892323653,-0.9326704461618265,0,1
18,5,Drew Carey,28.0,0.10824724,-2.2504665034619236,-0.3303778041744518,-1.2904221538181877,1,1
18,6,Drew Carey,32.0,0.09165264,-1.1339618887852412,-2.262837686593069,-1.698399787689155,1,1
2,1,Drew Lachey,24.0,0.112595454,1.086099282057325,0.6407346787760382,0.8634169804166816,0,0
15,1,Drew Lachey,21.5,0.08558153,0.11561645129323764,0.9991483775698642,0.5573824144315509,0,0
2,2,Drew Lachey,27.0,0.12099385,1.1278749146893086,0.5047888888893108,0.8163319017893097,0,0
15,2,Drew Lachey,22.5,0.0902009,-0.22886885410853175,0.9066402669820098,0.33888570643673904,0,0
2,3,Drew Lachey,27.0,0.13636349,0.9386679716361955,0.4905351160103008,0.7146015438232481,0,0
15,3,Drew Lachey,24.0,0.07443288,-0.931163148256335,-1.5122365335481278,-1.2216998409022315,0,1
2,4,Drew Lachey,28.0,0.15378807,0.8008137977782757,0.511487713761213,0.6561507557697444,0,0
2,5,Drew Lachey,27.0,0.1834066,0.6263765644712502,0.5935010096487326,0.6099387870599915,0,0
2,6,Drew Lachey,30.0,0.22178148,0.9694521124707414,0.6448985284744869,0.8071753204726142,0,0
2,7,Drew Lachey,27.5,0.29572818,0.5940885257860046,0.943657717525703,0.7688731216558538,0,0
2,8,Drew Lachey,28.9998,0.3612346,0.7043551963328242,0.5512223561902557,0.62778877626154,0,0
25,1,Drew Scott,16.0,0.0731441,-0.9533573779217477,-0.6385724230649104,-0.795964900493329,0,1
25,2,Drew Scott,20.5,0.07674093,-0.24339545608519503,-0.017794790076660037,-0.13059512308092752,0,0
25,3,Drew Scott,23.0,0.08382465,0.36723988735584584,-1.5785965134373823,-0.6056783130407682,1,1
25,4,Drew Scott,24.0,0.08641656,-0.32412965662727844,-0.5703222089485463,-0.4472259327879124,0,1
25,5,Drew Scott,25.0,0.09558558,-0.437479600327819,-0.497270653614212,-0.4673751269710155,0,0
25,6,Drew Scott,30.0,0.10693062,-0.8528028654224417,-0.43731949581647395,-0.6450611806194578,0,1
25,7,Drew Scott,28.5,0.121306345,0.7737468646310083,-0.19493827860976895,0.28940429301061965,0,0
25,8,Drew Scott,23.5,0.1617297,-1.0973881043774218,-0.2806763664403928,-0.6890322354089073,1,1
25,9,Drew Scott,24.0,0.19712149,-1.3949716649258315,-0.13708709006825848,-0.766029377497045,1,1
25,10,Drew Scott,37.5,0.19511327,-1.3459208572162185,-1.493711876239851,-1.4198163667280346,1,1
33,1,Dwight Howard ,22.0,0.080870025,1.2792042981336627,0.29780410362917714,0.7885042008814199,0,0
33,2,Dwight Howard ,22.0,0.086067885,0.7791818909631792,0.39515418939068603,0.5871680401769326,0,0
33,3,Dwight Howard ,26.0,0.10035946,-0.6702029978594026,0.3805546174960497,-0.14482419018167647,0,0
33,4,Dwight Howard ,29.0,0.11318777,-1.6823820483841183,0.08778502595911893,-0.7972985112124997,1,1
33,5,Dwight Howard ,24.0,0.12708066,-1.102396379610246,0.09273769384810436,-0.5048293428810708,0,1
33,6,Dwight Howard ,31.0,0.14536975,0.5352602653821058,0.10830833307852675,0.32178429923031626,0,0
33,7,Dwight Howard ,24.0,0.11136618,-1.3063945294843622,-2.0038768639038134,-1.6551356966940878,1,1
34,1,Dylan Efron,10.0,0.06912207,-0.8197140257378697,-0.5894756513045983,-0.704594838521234,0,1
34,2,Dylan Efron,20.0,0.07762802,0.06168971234249087,0.3140156016988663,0.18785265702067858,0,0
34,3,Dylan Efron,23.0,0.08684748,0.7508276712644513,0.20740669678286605,0.47911718402365866,0,0
34,4,Dylan Efron,23.0,0.09408819,0.23097706696354336,0.17263171252745865,0.20180438974550102,0,0
34,5,Dylan Efron,36.0,0.09100065,1.2866120334284394,-0.5515236462252759,0.36754419360158175,0,0
34,6,Dylan Efron,32.0,0.104996674,-0.4803844614152614,0.2705522672395591,-0.10491609708785116,0,0
34,7,Dylan Efron,38.0,0.11676872,0.23366654574426118,0.3370243623357399,0.28534545404000056,0,0
34,8,Dylan Efron,38.0,0.13230573,0.18502209824453575,0.3240922782534991,0.2545571882490174,0,0
34,9,Dylan Efron,42.0,0.14860998,0.7209016910233331,0.2826206265174143,0.5017611587703737,0,0
34,10,Dylan Efron,27.5,0.17289326,-1.707825127659935,0.18922629072845654,-0.7592994184657392,1,1
34,11,Dylan Efron,29.3332,0.18649594,-0.5262348115842116,-0.4373402501160143,-0.48178753085011294,0,1
34,1,Elaine Hendrix,12.0,0.07420589,0.13661900428964538,0.709803138168486,0.42321107122906565,0,0
34,2,Elaine Hendrix,21.0,0.08093394,0.4935176987399285,0.48146766939959373,0.4874926840697611,0,0
34,3,Elaine Hendrix,21.0,0.092370436,-0.19758622928011946,0.5333747210166899,0.16789424586828522,0,0
34,4,Elaine Hendrix,24.0,0.10127742,0.7391266142833403,0.563022278478844,0.6510744463810921,0,0
34,5,Elaine Hendrix,30.0,0.11003408,-0.3558714135014835,0.6149372885262752,0.12953293751239583,0,0
34,6,Elaine Hendrix,36.0,0.10904691,0.4803844614152614,0.48985806299685325,0.48512126220605734,0,0
34,7,Elaine Hendrix,32.0,0.12255526,-1.0281328012747457,0.6817286298440219,-0.1732020857153619,0,0
34,8,Elaine Hendrix,37.5,0.1387923,-0.11101325894672144,0.6118454869473321,0.25041611400030533,0,0
34,9,Elaine Hendrix,36.0,0.15666646,-0.5406762682674991,0.6784130094471454,0.06886837058982315,0,1
34,10,Elaine Hendrix,28.5,0.19067927,-0.24397501823713505,0.7297439673969321,0.24288447457989853,0,0
34,11,Elaine Hendrix,28.9998,0.22424194,-1.4032928308912433,0.7850958150838826,-0.3090985079036804,1,1
13,1,Elisabetta Canalis,15.0,0.08510445,-1.136836028267267,0.26866281685553145,-0.43408660570586777,0,0
13,2,Elisabetta Canalis,21.0,0.0739545,0.372193684159388,-2.284093030028633,-0.9559496729346224,0,1
17,1,Elizabeth Berkley Lauren,24.0,0.0856474,0.7565432727724412,0.38388256168652346,0.5702129172294823,0,0
17,2,Elizabeth Berkley Lauren,25.0,0.086415954,0.9319759841179799,0.42974337740418056,0.6808596807610803,0,0
17,3,Elizabeth Berkley Lauren,25.0,0.09405136,0.4797390928809163,0.33776790831440573,0.408753500597661,0,0
17,4,Elizabeth Berkley Lauren,27.0,0.1050849,1.1061625132040853,0.5347661493874626,0.820464331295774,0,0
17,5,Elizabeth Berkley Lauren,26.0,0.116171174,-0.056545928645331194,0.5221123493747568,0.2327832103647128,0,0
17,6,Elizabeth Berkley Lauren,31.9998,0.1317853,1.096283586371128,0.6938969994238744,0.8950902928975012,0,0
17,7,Elizabeth Berkley Lauren,27.0,0.13178995,-0.4352019250457266,0.5374887328031001,0.05114340387868674,0,0
17,8,Elizabeth Berkley Lauren,25.0,0.15074237,-1.0563286022020395,0.5417688010593564,-0.25727990057134154,0,0
17,9,Elizabeth Berkley Lauren,28.0,0.13914025,0.6196874528219471,-1.6926566245541852,-0.536484585866119,0,1
3,1,Emmitt Smith,24.0,0.09144894,1.1326852593525716,0.0490909675765583,0.5908881134645649,0,0
15,1,Emmitt Smith,24.5,0.07808053,1.6186303181053323,0.1335650476838483,0.8760976828945903,0,0
3,2,Emmitt Smith,24.0,0.09716717,0.34412360080584264,-0.2329079014386179,0.055607849683612376,0,0
15,2,Emmitt Smith,22.5,0.08245467,-0.22886885410853175,-0.11600052800287206,-0.17243469105570192,0,0
3,3,Emmitt Smith,19.0,0.10823403,-1.4605934866804429,-0.24633614727038125,-0.8534648169754121,1,1
15,3,Emmitt Smith,25.0,0.09331136,-0.19953496034064358,0.22048735051060964,0.010476195084983028,0,0
3,4,Emmitt Smith,24.0,0.12625152,-0.2451825928095098,0.10392773065332848,-0.07062743107809066,0,0
15,4,Emmitt Smith,36.0,0.1134341,0.086999291828647,0.21846275639130616,0.15273102410997658,0,0
3,5,Emmitt Smith,27.0,0.13754667,0.7807200583588263,-0.4504972324354743,0.165111412961676,0,0
15,5,Emmitt Smith,28.0,0.12090314,0.18723577730810442,-0.9328040472918748,-0.37278413499188523,0,0
3,6,Emmitt Smith,25.0,0.18177038,0.38388594797495684,-1.3843651065565366,-0.5002395792907899,0,1
15,6,Emmitt Smith,26.5,0.12397599,-1.2601440246904174,-0.0966826278312102,-0.6784133262608139,1,1
3,7,Emmitt Smith,28.5,0.19214925,0.6469966392206304,-0.31759663843883573,0.16470000039089736,0,1
15,7,Emmitt Smith,34.4999,0.14267023,-0.01953543484074288,-0.020840207720152958,-0.020187821280447917,0,0
3,8,Emmitt Smith,27.0,0.248949,-0.2886751345948129,-0.03532162144713866,-0.16199837802097578,0,1
15,8,Emmitt Smith,29.0554,0.15067734,0.3953916981927115,0.49024452734309226,0.4428181127679019,0,0
3,9,Emmitt Smith,29.5,0.29596734,0.0,-1.1450212710453425,-0.5725106355226712,1,1
15,9,Emmitt Smith,27.0,0.16705461,-1.093276523561184,-1.2003150223634773,-1.1467957729623306,1,1
3,10,Emmitt Smith,29.666600000000003,0.46290043,0.0,-0.707106781186548,-0.353553390593274,1,1
33,1,Eric Roberts,15.0,0.08215988,-1.7056057308448833,0.3951259506103958,-0.6552398901172438,1,1
33,2,Eric Roberts,15.0,0.08772768,-1.753159254667154,0.4668751884230023,-0.6431420331220759,0,0
33,3,Eric Roberts,23.0,0.041166753,-1.3613498394019115,-2.0030617792671217,-1.6822058093345165,0,1
24,1,Erika Jayne,24.0,0.089460015,-0.2542209616890599,1.0534176415436054,0.3995983399272728,0,0
24,2,Erika Jayne,28.0,0.09078665,0.19963735237617297,0.8494906576132345,0.5245640049947038,0,0
24,3,Erika Jayne,26.0,0.09781837,-0.6539098783015981,0.7469595622542521,0.046524841976327,0,0
24,4,Erika Jayne,30.0,0.105530754,-0.7944308226335431,0.5340760920638914,-0.13017736528482587,0,0
24,5,Erika Jayne,32.0,0.08816685,-0.5198615240838182,-2.1594447746779486,-1.3396531493808834,0,1
10,1,Erin Andrews,21.0,0.07158897,0.5923488777590923,-1.8819902884122162,-0.644820705326562,0,1
10,2,Erin Andrews,23.0,0.084216155,0.6708203932499369,-0.7163822918320374,-0.022780949291050234,0,0
10,3,Erin Andrews,23.0,0.08923132,0.7101439158686046,-0.8529623131660753,-0.07140919864873535,0,0
10,4,Erin Andrews,19.5,0.098645136,-0.3032653621242366,-1.1122254514547538,-0.7077454067894953,0,0
10,5,Erin Andrews,22.0,0.11818292,0.07946795816743199,-0.5453284165819393,-0.23293022920725365,0,0
10,6,Erin Andrews,34.0,0.1351041,1.0006143490607207,-0.46285969940259947,0.26887732482906057,0,0
10,7,Erin Andrews,25.5,0.15885545,-0.4293783666079551,-0.38544263294457665,-0.40741049977626587,0,0
10,8,Erin Andrews,26.5,0.19723181,0.3668507043094456,-0.12257741925789538,0.12213664252577511,0,0
10,9,Erin Andrews,28.0,0.24485716,-0.15075567228888181,-0.15953152185961794,-0.15514359707424988,0,1
10,10,Erin Andrews,26.9998,0.2554146,-0.5241512302893352,-1.0918309792848986,-0.8079911047871169,0,1
10,1,Evan Lysacek,23.0,0.095598124,1.1846977555181846,0.45676276065059673,0.8207302580843907,0,0
10,2,Evan Lysacek,24.0,0.09622655,0.8944271909999159,0.5691585345888905,0.7317928627944033,0,0
10,3,Evan Lysacek,26.0,0.1058645,1.4991927112781653,0.46451329061303775,0.9818530009456016,0,0
10,4,Evan Lysacek,26.0,0.12033745,1.470837006302548,0.8231824165416753,1.1470097114221116,0,0
10,5,Evan Lysacek,27.0,0.13363586,1.1390407337331918,0.6908205920348273,0.9149306628840095,0,0
10,6,Evan Lysacek,27.0,0.14757706,-0.6900380525701117,0.28178104184059943,-0.20412850536475616,0,1
10,7,Evan Lysacek,27.0,0.17115612,1.1163837531806788,0.22153010289902092,0.6689569280398499,0,0
10,8,Evan Lysacek,26.5,0.20788531,0.3668507043094456,0.34916712720169896,0.35800891575557225,0,0
10,9,Evan Lysacek,29.5,0.2571854,0.753778361444409,0.22289142360991265,0.48833489252716084,0,0
10,10,Evan Lysacek,26.8887,0.34906566,-0.6289626084123467,0.22044838761010185,-0.20425711040112243,1,1
1,1,Evander Holyfield,18.0,0.17442614,-0.06140634384863477,0.34851361312067025,0.14355363463601775,0,0
1,2,Evander Holyfield,14.0,0.17316692,-1.3870232926631432,0.18554852882515185,-0.6007373819189956,1,1
1,3,Evander Holyfield,13.0,0.13577077,-1.649929455000344,-1.7787238352225232,-1.7143266451114336,1,1
27,1,Evanna Lynch,18.0,0.082901925,-0.6312756767108789,0.6369629722085134,0.002843647748817235,0,0
27,2,Evanna Lynch,24.0,0.08826616,0.48554945741562966,0.57747201613556,0.5315107367755948,0,0
27,3,Evanna Lynch,27.0,0.09715771,0.6923616317580139,0.6743575152431316,0.6833595735005727,0,0
27,4,Evanna Lynch,24.0,0.106048085,0.20459830184114225,0.6849174034530283,0.4447578526470853,0,0
27,5,Evanna Lynch,24.0,0.11619245,-0.1735852146410988,0.5361725049976793,0.18129364517829027,0,0
27,6,Evanna Lynch,29.0,0.11815568,0.9023038601340027,0.558408643885993,0.7303562520099978,0,0
27,7,Evanna Lynch,29.5,0.14493908,1.2497066148529827,1.1441968921571521,1.1969517535050676,0,0
27,8,Evanna Lynch,29.0,0.18907271,0.6634034720037778,0.927382129617742,0.7953928008107599,0,0
27,9,Evanna Lynch,30.0,0.26882756,0.7833494518006403,0.7177187022551313,0.7505340770278859,0,0
11,1,Florence Henderson,18.0,0.08956116,-0.27201796563253416,0.7280764617782567,0.22802924807286126,0,0
11,2,Florence Henderson,19.0,0.09840536,-0.3305647150089128,0.8491971259281063,0.2593162054595967,0,0
11,3,Florence Henderson,20.0,0.107236736,-0.7943560850305864,0.7596060625031945,-0.01737501126369595,0,0
11,4,Florence Henderson,17.5,0.11706852,-0.5403037688383086,0.5589019873466761,0.009299109254183757,0,0
11,5,Florence Henderson,21.0,0.105044104,-0.6002450479987809,-1.9158868389805712,-1.258065943489676,0,1
5,1,Floyd Mayweather Jr. ,18.0,0.08166445,-1.1631285452935947,-0.14839189128275465,-0.6557602182881747,0,1
5,2,Floyd Mayweather Jr. ,21.0,0.08863778,-0.18802535827258882,-0.19244562462542072,-0.19023549144900476,0,0
5,3,Floyd Mayweather Jr. ,21.0,0.097267784,-0.8838068516840037,-0.23282642404969617,-0.5583166378668499,0,0
5,4,Floyd Mayweather Jr. ,23.0,0.0829393,-1.2792042981336627,-2.0075513473519706,-1.6433778227428166,0,1
25,1,Frankie Muniz,19.0,0.08078122,0.24602771043141944,0.6519512521152095,0.4489894812733145,0,0
25,2,Frankie Muniz,24.0,0.08351962,1.338675008468568,0.6444442593180644,0.9915596338933161,0,0
25,3,Frankie Muniz,21.0,0.09367302,-0.5304576150695569,0.615874321112071,0.04270835302125703,0,0
25,4,Frankie Muniz,24.0,0.09492896,-0.32412965662727844,0.5103182959102281,0.09309431964147485,0,0
25,5,Frankie Muniz,29.0,0.10571009,1.1533553099551572,0.6432238406168816,0.8982895752860194,0,0
25,6,Frankie Muniz,31.0,0.115264565,-0.6396021490668313,0.4344898916067228,-0.10255612873005426,0,0
25,7,Frankie Muniz,30.0,0.1331271,1.487974739675016,0.42891822427537324,0.9584464819751947,0,0
25,8,Frankie Muniz,26.5,0.18210618,0.17699808135119766,0.8777670165907567,0.5273825489709771,0,0
25,9,Frankie Muniz,25.5,0.209418,-0.6974858324629157,0.4485254673555963,-0.12448018255365972,0,0
25,10,Frankie Muniz,38.8887,0.2721859,-0.17567946574930807,0.603776756742961,0.2140486454968265,0,1
31,1,Gabby Windey,28.0,0.06407225,0.9196994844369387,0.12060968275899957,0.5201545835979692,0,0
31,2,Gabby Windey,32.0,0.06793565,1.3680363890346787,0.08929946628085149,0.7286679276577651,0,0
31,3,Gabby Windey,33.0,0.07568378,1.231017543587167,0.2874137439772767,0.759215643782222,0,0
31,4,Gabby Windey,36.0,0.08046471,1.2485394618378902,0.21303570578558914,0.7307875838117397,0,0
31,5,Gabby Windey,41.0,0.08793617,1.0665854514908881,0.28628817643662835,0.6764368139637582,0,0
31,6,Gabby Windey,37.0,0.11019388,0.788382496841455,0.5083118875548567,0.6483471921981558,0,0
31,7,Gabby Windey,35.5,0.11802593,-0.27801921874276536,0.32862191636283045,0.025301348810032542,0,0
31,8,Gabby Windey,40.0,0.14180748,0.14119741095629018,0.524600959979407,0.3328991854678486,0,0
31,9,Gabby Windey,40.0,0.19617389,1.1194341570991133,0.7508570294894923,0.9351455932943028,0,0
31,10,Gabby Windey,40.0,0.27152896,0.8660254037844387,0.528556323417584,0.6972908636010113,0,0
21,1,Gary Busey,15.0,0.08132086,-0.9454229135015613,0.5328386639075897,-0.20629212479698578,0,0
21,2,Gary Busey,16.5,0.08405775,-1.4242787256768659,0.7246268229331467,-0.34982595137185957,0,0
21,3,Gary Busey,25.0,0.09980208,-1.1162416509613684,-0.0165187615539398,-0.5663802062576541,0,0
21,4,Gary Busey,16.0,0.07707326,-1.8468956716737535,-1.8169653099545127,-1.8319304908141332,1,1
14,1,Gavin DeGraw,20.0,0.087698095,-1.16105091003206,1.0427397720277323,-0.0591555690021639,0,0
14,2,Gavin DeGraw,21.0,0.08861508,-0.4874355578119352,0.7147844395755992,0.11367444088183201,0,0
14,3,Gavin DeGraw,24.0,0.09651064,-0.8040302522073688,0.655374205758156,-0.07432802322460641,0,0
14,4,Gavin DeGraw,23.0,0.105929784,-0.12715213199415398,0.6384944643861077,0.25567116619597685,0,0
14,5,Gavin DeGraw,19.0,0.08772043,-1.6420792569352785,-2.4229507890233655,-2.032515022979322,1,1
2,1,George Hamilton,18.0,0.10675644,-0.3620330940191084,0.34370211863259004,-0.009165487693259172,0,0
2,2,George Hamilton,22.0,0.11673173,-0.05245929835764206,0.28708900002792764,0.11731485083514279,0,0
2,3,George Hamilton,22.0,0.12851608,-0.1656472891122698,0.15178078568932254,-0.006933251711473631,0,0
2,4,George Hamilton,21.0,0.14926226,-0.23181452040950115,0.2997127394488402,0.03394910951966952,0,1
2,5,George Hamilton,24.0,0.17829086,-0.3986032682998872,0.4121265747707617,0.006761653235437259,0,0
2,6,George Hamilton,23.0,0.14319623,-1.0264787073219623,-1.6818274493773113,-1.3541530783496367,1,1
22,1,Geraldo Rivera,13.0,0.07507511,-2.0415384928723284,-1.210117133832841,-1.6258278133525845,1,1
22,2,Geraldo Rivera,13.0,0.057487182,-2.1210793255115368,-2.6422801849655553,-2.381679755238546,1,1
8,1,Gilles Marini,24.0,0.08023467,1.5496816579083272,0.4172130287482656,0.9834473433282964,0,0
15,1,Gilles Marini,24.0,0.08154205,1.3681280069699833,0.5330096561449931,0.9505688315574882,0,0
8,2,Gilles Marini,27.0,0.080850214,1.75206416329961,0.5520272584429029,1.1520457108712563,0,0
15,2,Gilles Marini,25.5,0.09011206,1.1443442705426587,0.8949117992981864,1.0196280349204225,0,0
8,3,Gilles Marini,27.0,0.08756912,1.0497519061389045,0.46857471675253703,0.7591633114457208,0,0
15,3,Gilles Marini,25.5,0.098810405,0.16627913361720212,0.7252063009247213,0.4457427172709617,0,0
8,4,Gilles Marini,30.0,0.098893285,1.3522468075656264,0.5667368444662839,0.9594918260159552,0,0
15,4,Gilles Marini,39.5,0.11823416,1.1831903688695962,0.6698787504407772,0.9265345596551866,0,0
8,5,Gilles Marini,29.0,0.11970225,1.63582576270394,0.8133002108323225,1.2245629867681314,0,0
15,5,Gilles Marini,28.25,0.13004418,0.4012195228030809,1.148498548443571,0.7748590356233259,0,0
8,6,Gilles Marini,26.0,0.1295882,0.6297107117751328,0.3644149395181058,0.4970628256466193,0,0
15,6,Gilles Marini,27.5,0.13040465,-0.5400617248673217,0.51028607205064,-0.014887826408340854,0,0
8,7,Gilles Marini,27.0,0.1472036,0.3692744729379982,0.3187501210587962,0.3440122969983972,0,0
15,7,Gilles Marini,33.4998,0.14818247,-0.29305887221992694,0.5937998490124589,0.15037048839626596,0,0
8,8,Gilles Marini,27.5,0.18029888,0.8519427513705972,0.8188271905894007,0.835384970979999,0,0
15,8,Gilles Marini,29.2777,0.12080587,0.5450776220827662,-1.3823840552456825,-0.41865321658145815,0,1
8,9,Gilles Marini,28.0,0.21370225,0.5700877125495692,0.7423328387215427,0.6562102756355559,0,0
8,10,Gilles Marini,30.0,0.27089375,1.05175438718833,0.5678099399663089,0.8097821635773195,0,0
8,11,Gilles Marini,29.0,0.34231186,-0.21821789023599394,0.24521768843766473,0.013499899100835391,0,1
22,1,Ginger Zee,23.0,0.07087764,0.9829629780496395,-1.8251922653606807,-0.4211146436555206,0,0
22,2,Ginger Zee,21.0,0.07507269,0.4242158651023069,-0.8444945366903729,-0.210139335794033,0,0
22,3,Ginger Zee,21.0,0.084523484,-0.26387969828012614,-0.787627943430592,-0.525753820855359,0,1
22,4,Ginger Zee,36.0,0.09755443,0.9757603415689374,-0.23341694499222712,0.37117169828835517,0,0
